title,author_name,date,likes,comments,categories_list,type
5G Laptops Won’t Need Storage: Here’s Why,PCMag,2018-10-22T13:25:20.369Z,na,na,na,Blog
Setting up a Raspberry Pi Zero W(iFi),Carlos Justiniano,2018-10-21T17:19:43.832Z,19,19,Raspberry Pi,Blog
Pimp Up your PC for Deep Learning,Dr. Joanne Kitson,2018-10-21T14:06:12.197Z,42,42,Deep Learning,Blog
That New Apple Watch EKG Feature? There Are More Downs Than Ups,The New York Times,2018-10-19T21:46:06.401Z,na,na,na,Blog
Apple Watch Put to the Phoneless Challenge,Loup Ventures,2018-10-19T10:02:47.000Z,na,na,na,Blog
Inside Magic Leap’s Over-the-Top Developer Conference,PCMag,2018-10-18T13:48:08.316Z,na,na,na,Blog
Honor 8X Review,Gino Raidy,2018-10-18T12:39:42.094Z,51,51,Android,Blog
How Smart Devices Talks to Each Other,Evan Kinswood,2018-10-16T18:26:05.981Z,22,22,Internet of Things,Blog
How to Delete All Your Google Home Voice Recordings,PCMag,2018-10-17T13:53:56.227Z,na,na,na,Blog
Improvising Hardware: DiY Rotary Rock Tumbler,Uri Shaked,2018-10-16T22:43:12.651Z,20,20,Technology,Blog
An Argument For Stock Android,Blake Balbirnie,2018-10-16T16:53:53.095Z,79,79,Android,Blog
Why Do Cell Phones Get Hot?,TheTeam Orcad,2018-10-16T14:31:02.837Z,10,10,Cell Phones,Blog
"Google Pixel 3 XL is the Best of Android, Google Style",Lance Ulanoff,2018-10-15T16:01:03.751Z,na,na,na,Blog
Augmented Reality Eyewear: Beyond Google Glass,TheTeam Orcad,2018-10-15T13:51:02.483Z,6,6,Augmented Reality,Blog
GeekDad Review: SleepPhones Effortless,GeekDad,2018-10-13T15:48:03.633Z,na,na,Headphones,Blog
"After this week, Google looks more like Amazon and Apple",Michael James,2018-10-13T11:19:37.621Z,5,5,Apple,Blog
What Happened When I Peeked Into My Node_Modules Directory,na,5-Aug-16,,,na,Blog
TypeScript — Tips & Tricks,Tomek Sułkowski,2018-10-28T11:55:26.284Z,206,206,Typescript,Blog
React’s Render Props in Practice,Matti Bar-Zeev,2018-10-28T11:51:51.780Z,257,257,React,Blog
"Building a Todo app using React, Redux and Rails",Payam Mousavi,2018-10-28T07:01:00.186Z,1,1,React,Blog
How to go from idea to URL quickly with React.js and Heroku,Tom Schweers,2018-10-29T20:37:55.977Z,55,55,JavaScript,Blog
Guide to learning React in 2018,Tarun Sharma,2018-10-28T01:25:49.630Z,3,3,JavaScript,Blog
The Notorious FSC,Mike Hoskins,2018-10-27T23:54:23.526Z,18,18,JavaScript,Blog
Functional Programming,TK,2018-10-29T18:04:10.289Z,na,na,na,Blog
Building The Haunting of Hill House Door Knob Effect in Javascript,Lee Martin,2018-10-29T17:44:40.811Z,na,na,Programming,Blog
Understanding Change Detection Strategies in Angular,Chidume Nnamdi,2018-10-29T15:34:22.631Z,712,712,JavaScript,Blog
Unfolding Maps tutorial — Visualizing Live EarthQuake Data.,Gajesh Bhat,2018-10-29T14:09:36.883Z,12,12,Unfolding Map,Blog
Compile Frontend JavaScript with Babel and Gulp,Todd Birchard,2018-10-06T10:20:00.000Z,7,7,Babel,Blog
Build a basic chat application in Dart 2 (Part 1),Jermaine Oppong,2018-10-29T00:56:12.256Z,56,56,Web Development,Blog
How to Use React.lazy,Mae Capozzi,2018-10-29T13:57:08.451Z,na,na,na,Blog
Mastering Charts in VueJS,Brian Greig,2018-10-27T21:25:37.641Z,74,74,JavaScript,Blog
JavaScript Design Patterns Part 1: The Factory Pattern,Babs Craig,2018-10-28T11:11:01.862Z,127,127,JavaScript,Blog
Dysfunctional programming in Java 4 : No nulls allowed,John McClean,2018-10-27T11:36:02.336Z,97,97,Programming,Blog
"Typescript with node and Express.Js. Why, when and how?",André Gardi,2018-10-27T09:44:31.574Z,138,138,JavaScript,Blog
"A guide to const, let, and var for those of us who still might be confused",Mark Sauer-Utley,2018-10-27T08:09:37.118Z,200,200,JavaScript,Blog
How to loop through arrays in React,Sunil Sandhu,2018-10-27T07:59:23.947Z,128,128,JavaScript,Blog
"JavaScript Bundlers, a Comparison",AJ Meyghani,2018-10-27T23:17:02.250Z,na,na,na,Blog
Joi for Node: Exploring Javascript Object Schema Validation,Ross Bulat,2018-10-27T11:45:42.407Z,na,na,na,Blog
Vue JS hooks and React JS Hooks at a glance (hint: it’s not that complex),Shuvo Habib,2018-10-27T09:06:20.857Z,na,na,na,Blog
Are you committing these mistakes as a Vue developer?,Nihar Raote,2018-10-27T14:19:45.642Z,na,na,na,Blog
How To: Write a Simple Smart Contract,Morgan Fogarty,2018-04-26T00:22:47.167Z,186,186,Ethereum,Blog
Dysfunctional programming in Java 2 : Immutability,John McClean,2018-10-25T02:06:02.254Z,68,68,Programming,Blog
Using Webpack and React-Ideal-Image for Buttery Smooth Images,Andrew Lisowski,2018-10-24T22:25:20.202Z,12,12,JavaScript,Blog
Iterating with Simplicity: Evolving a Django app with Intercooler.js,Adam Stepinski,2018-10-24T21:47:42.398Z,18,18,Web Development,Blog
Testing a Facebook chatbot with Nightmare.js [pt. 1],Diego Balduini,2018-10-26T16:17:00.769Z,22,22,Bots,Blog
Javascript async await: Introduction to asynchronous JavaScript,Lokesh Gupta,2018-10-26T15:42:57.870Z,142,142,JavaScript,Blog
Concepts to become an advanced React developer,Dhanraj Acharya,2018-10-26T15:54:44.015Z,1.1K,1.1K,React,Blog
Tutorial: Let’s Make Music with JavaScript and Tone.js,Jim Bennett,2018-10-24T16:31:25.299Z,111,111,JavaScript,Blog
In Defence of Opinionation,Matt Burgess,2018-10-26T05:34:16.728Z,39,39,JavaScript,Blog
Vert.x + VueJS + OAuth2 in 5 steps,Thomas Reinecke,2018-10-25T21:45:50.807Z,na,na,na,Blog
How to get better at testing with test-driven development,Thomas Lombart,2018-10-25T20:48:45.331Z,488,488,JavaScript,Blog
Service workers: beware Safari’s range request,Phil Nash,2018-10-23T00:00:00.000Z,18,18,JavaScript,Blog
Computer Stories: AI Is Beginning to Assist Novelists,The New York Times,2018-10-18T18:30:57.650Z,na,na,na,Blog
Generating text using a Recurrent Neural Network,Gilbert Tanner,2018-10-29T21:25:42.978Z,1,1,Machine Learning,Blog
Should a Self-Driving Car Kill the Baby or the Grandma? Depends on Where You’re From,MIT Technology Review,2018-10-29T22:14:12.857Z,na,na,na,Blog
Support Vector Machines: Part 1,Gunjan Chhablani,2018-10-28T02:19:10.757Z,1,1,Machine Learning,Blog
What You Need to Know About Natural Language Processing,integrate.ai,2018-10-29T17:29:00.615Z,47,47,Machine Learning,Blog
Teaching AI to play Flappy Bird with Unity,Adam Streck,2018-10-27T19:15:34.314Z,57,57,Reinforcement Learning,Blog
Finding Similar Quora Questions with Word2Vec and Xgboost,Susan Li,2018-10-29T08:40:28.805Z,291,291,Data Science,Blog
How to Engineer Your Way Out of Slow Models,Yoel Zeldes,2018-10-28T15:04:24.000Z,10,10,Machine Learning,Blog
Slow Learning.,Sara Hooker,2018-10-28T17:25:29.913Z,781,781,Machine Learning,Blog
Neural networks fudging the numbers,Assaad MOAWAD,2018-10-29T08:51:09.859Z,na,na,na,Blog
Self Learning AI-Agents Part II: Deep Q-Learning,Artem Oppermann,2018-10-28T15:05:16.206Z,257,257,Deep Learning,Blog
How to run GPU accelerated Signal Processing in TensorFlow,Chengwei Zhang,2018-10-28T13:59:38.824Z,19,19,TensorFlow,Blog
The End-to-End False Dichotomy,Vincent Vanhoucke,2018-10-28T08:38:19.689Z,na,na,Machine Learning,Blog
How to spot Data Leakage thanks to Heat Maps (on your laptop!),Manu NALEPA,2018-10-29T00:18:39.483Z,171,171,Machine Learning,Blog
Introduction to Neural Networks for Finance,Vivek Palaniappan,2018-10-29T05:35:23.142Z,na,na,na,Blog
The 5 Basic Statistics Concepts Data Scientists Need to Know,George Seif,2018-10-22T02:17:34.099Z,5.8K,5.8K,Data Science,Blog
Activity Recognition using Smartphones — Machine Learning application,Karan Bhanot,2018-10-28T02:30:56.541Z,70,70,Machine Learning,Blog
Review: FSRCNN (Super Resolution),SH Tsang,2018-10-27T12:07:53.140Z,19,19,Machine Learning,Blog
slsML: Towards elastic ML infrastructure on AWS Lambda,Alex Glikson,2018-10-24T20:57:31.047Z,117,117,AWS Lambda,Blog
Enter PyML,Jesus Rodriguez,2018-10-26T12:18:52.669Z,350,350,Machine Learning,Blog
Deep Learning approaches to understand Human Reasoning,Jaley Dholakiya,2018-10-26T10:44:59.894Z,1.2K,1.2K,Machine Learning,Blog
Interoperability,Megan E. Holstein,2018-10-26T01:59:19.486Z,94,94,Healthcare,Blog
Camera Calibration using Python,Sree,2018-10-25T21:10:40.193Z,na,na,na,Blog
How to (quickly) Build a Tensorflow Training Pipeline,Uri Merhav,2018-10-26T00:43:36.217Z,65,65,TensorFlow,Blog
Keras vs PyTorch: how to distinguish Aliens vs Predators with transfer learning,Patryk Miziuła,2018-10-25T19:02:26.733Z,319,319,Machine Learning,Blog
5 Challenges for Developing Mobile Apps with AI & Machine Learning Capabilities,Manjunath M,2018-10-25T17:22:33.936Z,72,72,Mobile App Development,Blog
How Linear Algebra and Machine Learning Help You Binge Watch TV.,Rafaella Del Cid,2018-10-23T18:37:01.429Z,208,208,Machine Learning,Blog
AI Series: Deep into Deep Learning (Light version),Michele Vaccaro,2018-10-25T15:15:48.148Z,58,58,Artificial Intelligence,Blog
Deep Learning With Apache Spark — Part 2,Favio Vázquez,2018-05-10T21:08:19.942Z,520,520,Machine Learning,Blog
Deep Learning With Apache Spark — Part 1,Favio Vázquez,2018-04-09T19:13:14.149Z,2.5K,2.5K,Big Data,Blog
NeuralFunk - Combining Deep Learning with Sound Design,Max Frenzel,2018-10-25T13:22:17.977Z,515,515,Machine Learning,Blog
Build your own Neural Network — 1 : The story of Perceptron & Sigmoid,Suvro Banerjee,2018-10-25T13:30:36.721Z,10,10,Machine Learning,Blog
Assessment Metrics for Clustering Algorithms,#ODSC - The Data Science Community,2018-10-25T11:01:01.857Z,42,42,Machine Learning,Blog
"Light On Water, a Forensic and Sketching Study",Russell Foltz-Smith,2018-10-23T09:20:57.057Z,29,29,Science,Blog
Random forests and decision trees from scratch in python,Vaibhav Kumar,2018-10-23T08:59:34.122Z,123,123,Machine Learning,Blog
Moving beyond the distributional model for word representation.,Tanay Gahlot,2018-10-23T06:30:46.917Z,174,174,Machine Learning,Blog
Motherhood Helped Me Discover My Mathematical Side,na,21-Jul,,,na,Blog
Support Vector Machines: Part 1,Gunjan Chhablani,2018-10-28T02:19:10.757Z,1,1,Machine Learning,Blog
The Concepts of Calculus are Essential,Charley Knight,2018-10-28T20:01:39.551Z,11,11,Climate Change,Blog
The Essence of Quantum Mechanics Part 2: Complex Numbers,Not a Red Panda,2018-10-26T22:13:27.380Z,na,na,na,Blog
Math’s Beautiful Monsters,Nautilus,2018-10-26T00:00:00.000Z,na,na,na,Blog
The C-M-C approach: Towards a better understanding of complicated things,Jannik Zürn,2018-10-25T22:51:14.186Z,17,17,Numerical Analysis,Blog
The Binomial Theorem Explained,Brett Berry,2018-10-25T22:01:02.461Z,198,198,Mathematics,Blog
Square roots the Montessori way,Boris Reitman,2018-10-25T22:33:55.368Z,16,16,Mathematics,Blog
3D Reconstruction with Stereo Images -Part 1: Camera Calibration,AI/HUB,2018-10-23T20:20:37.350Z,68,68,Virtual Reality,Blog
How Linear Algebra and Machine Learning Help You Binge Watch TV.,Rafaella Del Cid,2018-10-23T18:37:01.429Z,208,208,Machine Learning,Blog
Overview Of Stochastic Process,Farhad Malik,2018-10-24T21:28:25.780Z,na,na,na,Blog
Motherhood Helped Me Discover My Mathematical Side,na,21-Jul,,,na,Blog
"If the Public Blockchain Knows Your Password, Why Can’t the Public Know Your Password?",Gregory Snelgar,2018-10-20T07:26:45.045Z,na,na,na,Blog
What is a quantum computer? Explained with a simple example.,YK Sugi,2018-10-22T20:59:54.578Z,4.6K,4.6K,Quantum Computing,Blog
What does ‘significant’ mean?,Keith McNulty,2018-10-19T21:41:11.759Z,na,na,na,Blog
The Twin Prime Hero,na,18-Oct,,,na,Blog
Tensors | Part 2 | Dual Spaces and Cartesian Products,Himanshu Singh,2018-10-16T07:35:45.489Z,113,113,Machine Learning,Blog
Solving Optimization Problems: Using Excel,Bryan Crigger,2018-10-16T01:36:41.184Z,na,na,na,Blog
Who am I connected to?,Pascal Potvin,2018-10-16T14:53:17.000Z,99,99,Data Science,Blog
Stationarity and Memory in Financial Markets,Yves-Laurent Kom Samo,2018-10-15T04:07:46.533Z,444,444,Economics,Blog
Binomial Theorem,Jiwon Jessica Kim,2018-10-15T08:54:34.555Z,941,941,Mathematics,Blog
The Definite Mathematical Guide to Laughing Out Loud,Cat K.S.,2018-10-14T18:27:49.330Z,na,na,na,Blog
Programming 006 : the Simplex Table,Anubhav Satpathy,2018-10-14T10:26:04.979Z,23,23,Operations Research,Blog
Why is it okay to say you can’t do maths?,Margaret Paton,2018-10-14T10:44:40.491Z,290,290,Education,Blog
Linear Algebra — Part 6: eigenvalues and eigenvectors,Sho Nakagome,2018-10-14T00:01:19.483Z,223,223,Machine Learning,Blog
Linear Algebra 101 — Part 5: Determinants,Sho Nakagome,2018-10-05T23:09:05.427Z,49,49,Mathematics,Blog
Linear Algebra 101 — Part 3,Sho Nakagome,2018-09-13T01:04:45.929Z,67,67,Machine Learning,Blog
Linear Algebra 101 — Part 2,Sho Nakagome,2018-09-01T19:08:36.632Z,112,112,Linear Algebra,Blog
ECDSA is not that bad: two-party signing without Schnorr or BLS,Stepan,2018-10-13T18:15:40.531Z,113,113,Bitcoin,Blog
Linear Programming 004 : An algebraic approach,Anubhav Satpathy,2018-10-10T18:45:50.836Z,7,7,Mathematics,Blog
Taking the Confusion Out of Confusion Matrices,Allison Ragan,2018-10-10T18:02:33.924Z,226,226,Data Science,Blog
Perplexity Intuition (and Derivation),Aerin Kim 🙏,2018-10-11T19:06:18.721Z,na,na,na,Blog
Plotting Markowitz Efficient Frontier with Python,Fábio Neves,2018-10-11T00:30:24.554Z,na,na,na,Blog
A Modest Research Proposal for Mathematics Education,Matthew Oldridge,2018-10-10T14:07:08.276Z,111,111,Education,Blog
"Discovering Ada’s Bernoulli Numbers, Part 1",Duana Saskia Stanley,2018-10-08T16:24:36.296Z,37,37,Mathematics,Blog
Time Complexity,Ethan Hess,2018-10-08T13:16:51.910Z,12,12,Algorithms,Blog
"To Understand Facebook, Study Capgras Syndrome",na,9-Oct,,,na,Blog
"Exercise Strengthens the Brain, Enhancing Goal-Directed Behaviors",Reed Rawlings,2018-10-28T03:12:25.000Z,24,24,Exercise,Blog
After a Stroke,Lloyd Sparks,2018-10-28T18:54:58.700Z,na,na,na,Blog
The Next Brain Implant Is a Real Live Wire,Emily Mullin,2018-10-25T19:15:33.421Z,275,275,Neuroscience,Blog
How Evolution Designed Your Fear,Nautilus,2018-10-26T00:00:00.000Z,na,na,na,Blog
What Causes Alcohol-Induced Blackouts?,Scientific American,2018-10-26T21:31:28.326Z,na,na,na,Blog
"If Elephants Aren’t Persons Yet, Could They Be One Day?",Aeon Magazine,2018-10-26T00:00:00.000Z,na,na,na,Blog
"Follow Your Heart (No, Literally)","Erman Misirlisoy, PhD",2018-10-26T14:06:02.504Z,na,na,na,Blog
The Brain Is Like A Search Engine,David Amerland,2018-10-25T17:24:59.644Z,23,23,Psychology,Blog
“Stress Hormone” Cortisol Linked to Early Toll on Thinking Ability,Scientific American,2018-10-25T17:19:05.561Z,na,na,na,Blog
What Boredom Does to You,Nautilus,2018-10-24T00:00:00.000Z,na,na,na,Blog
Zombies Must Be Dualists,Nautilus,2018-10-24T00:00:00.000Z,na,na,na,Blog
Why Are So Many Monsters Hybrids?,Nautilus,2018-10-24T00:00:00.000Z,na,na,na,Blog
Think You Can Tell What Others Are Thinking? Think Again,Aeon Magazine,2018-10-24T22:54:54.957Z,na,na,na,Blog
Surprising Ways Visual Perception Works,David Lee,2018-10-23T19:56:08.337Z,164,164,Neural Networks,Blog
Can virtual reality help people become more compassionate?,Stanford Medicine,2018-10-22T09:30:21.000Z,17,17,Virtual Reality,Blog
What Makes Human Brain Cells Unique?,Scientific American,2018-10-22T19:15:33.686Z,na,na,na,Blog
"Superior navigators are good at picking out smells, too",Futurity News,2018-10-22T12:21:06.635Z,na,na,Neuroscience,Blog
Does the Term Mindfulness Need to Be Retired?,Jon Wortmann,2018-10-20T13:58:18.762Z,141,141,Mindfulness,Blog
The evolution of the trust factor. From barter to blockchain,Alfonso Fernández,2018-10-20T12:37:34.953Z,101,101,Neuroscience,Blog
This part of the brain may shape our food choices,Futurity News,2018-10-19T18:39:08.503Z,38,38,Neuroscience,Blog
You read a lot. We like that.,Tiffany Cook,2018-10-19T18:53:57.963Z,na,na,na,Blog
Loneliness Is the Common Ground of Terror and Extremism,Aeon Magazine,2018-10-18T00:00:00.000Z,na,na,na,Blog
The Shoddy Science Behind Mind Uploading,Jayne Williamson-Lee,2018-10-18T00:40:42.961Z,na,na,na,Blog
Seven Molecules’ Claim to Fame,na,16-Oct,,,na,Blog
The Famous Anonymous,na,16-Oct,,,na,Blog
The Enchanted Loom,Lapham's Quarterly,2018-10-16T00:00:00.000Z,na,na,na,Blog
The Brain on Trial,na,16-Oct,,,na,Blog
Interpretability and Post-Rationalization,Vincent Vanhoucke,2018-10-14T14:47:55.098Z,73,73,Machine Learning,Blog
Cognitive biases: loss aversion,Michael Gearon,2018-10-16T01:57:37.876Z,328,328,Psychology,Blog
"Damn It, It’s on the Tip of My Tongue","Erman Misirlisoy, PhD",2018-10-15T23:46:53.324Z,na,na,na,Blog
On Mana: Why We Bestow Certain Objects with Unearthly Powers,Aeon Magazine,2018-10-15T00:00:00.000Z,na,na,na,Blog
Ingenious: Robert Burton,na,14-Oct,,,na,Blog
Neuroscience and Artificial Intelligence; How They are Perpetuating Each Other’s Progress,Perri Corsello,2018-10-11T05:42:14.000Z,190,190,Artificial Intelligence,Blog
"Memory, Neuralink, and Immortality of Consciousness",Tony Deller,2018-10-15T13:57:37.645Z,na,na,na,Blog
The importance of neuroscience in the User Experience process,Andreea Popescu,2018-10-15T07:49:09.674Z,140,140,Neuroscience,Blog
Why the NSA Called Me After Midnight and Requested My Source Code,Peter Avritch,2018-10-24T04:47:40.941Z,13K,13K,Security,Blog
Intro to test framework Pytest,Shashi Kumar Raja,2018-10-28T09:13:01.052Z,3,3,Testing,Blog
Generating text using a Recurrent Neural Network,Gilbert Tanner,2018-10-29T21:25:42.978Z,1,1,Machine Learning,Blog
Configuring minimal RBAC permissions for Helm and Tiller,Eli Judah,2018-10-28T19:39:01.841Z,na,na,na,Blog
Four ways to get Python,Alan Jones,2018-10-29T19:01:01.643Z,3,3,Raspberry Pi,Blog
Another Look Through Optics,Oscar Ponce,2018-10-28T01:50:57.840Z,1,1,Functional Programming,Blog
Functional Programming,TK,2018-10-29T18:04:10.289Z,na,na,na,Blog
FizzBuzz in MySQL Using Stored Procedures,Jude Dutton,2018-10-27T22:59:07.823Z,12,12,Programming,Blog
"Getting started with Lambda on AWS in 2018, using Python.",Emlyn O'Regan,2018-10-27T21:33:48.524Z,6,6,AWS,Blog
Teaching AI to play Flappy Bird with Unity,Adam Streck,2018-10-27T19:15:34.314Z,57,57,Reinforcement Learning,Blog
Access Data from Twitter API using R and Python,Michael Galarnyk,2018-10-29T15:38:10.243Z,175,175,Twitter,Blog
"MySQL, Google Cloud, and a REST API that Generates Itself",Todd Birchard,2018-10-23T22:47:28.000Z,11,11,Google Cloud Platform,Blog
Compile Frontend JavaScript with Babel and Gulp,Todd Birchard,2018-10-06T10:20:00.000Z,7,7,Babel,Blog
Scala Programming — A Skeptic’s Journey,Dean Povey,2018-10-29T04:59:33.768Z,42,42,Programming,Blog
Build a basic chat application in Dart 2 (Part 1),Jermaine Oppong,2018-10-29T00:56:12.256Z,56,56,Web Development,Blog
Processing highly connected Data using Azure Cosmos DB and Gremlin 🚀,Marco Bürckel,2018-10-28T14:20:08.330Z,5,5,Database,Blog
Learn C++ Multi-Threading in 5 Minutes,Ari Saif,2018-10-28T14:46:02.298Z,141,141,Programming,Blog
Implementation of Gradient Descent in Python,Deepak Battini,2018-09-27T11:04:33.676Z,na,na,na,Blog
These tools will help you write clean code,Adeel Imran,2018-10-24T00:27:37.594Z,3.4K,3.4K,JavaScript,Blog
Simple Recipes App made in Flutter — List View,Michael Krol,2018-10-28T20:14:53.499Z,na,na,na,Blog
Dysfunctional programming in Java 4 : No nulls allowed,John McClean,2018-10-27T11:36:02.336Z,97,97,Programming,Blog
Refactoring python-nmap — Part 1,Nicolas Rodriguez,2018-10-27T20:41:33.187Z,na,na,na,Blog
Hello Metal,Macky Cheese,2018-10-27T22:56:32.555Z,na,na,na,Blog
Ruby on Rails = Gamechanger,Krzysztof Kopydłowski,2018-10-25T06:35:01.566Z,503,503,Web Development,Blog
Writing a Chat Server in Go,Bao Nguyen,2018-10-24T22:38:27.793Z,59,59,Golang,Blog
Monitoring Trends using the GitHub API,Ashkan Tousi,2018-10-24T21:29:33.188Z,101,101,API,Blog
Be kind to your future self — code clean!,Atul Shukla,2018-10-26T16:43:47.142Z,70,70,Programming,Blog
"Continuous integration and -deployment with GitHub, CircleCI and Kubernetes in Azure",Martijn,2018-10-26T16:28:36.429Z,na,na,na,Blog
The Efficiency In Coding Strictly,Isaac Way,2018-10-23T00:00:00.000Z,7,7,Programming,Blog
Introduction to Linear Regression in Python,Lorraine Li,2018-10-24T19:51:49.679Z,68,68,Linear Regression,Blog
Understanding Amazon EC2 terminology,Kunal Yadav,2018-10-18T08:07:00.988Z,127,127,AWS,Blog
How to Setup Your JupyterLab Project Environment,Frank Zickert,2018-10-19T21:40:04.448Z,98,98,Jupyterlab,Blog
3 Ways to Keep Your RDS Instances Secure,Riley Smith,2018-10-20T18:11:52.644Z,73,73,AWS,Blog
Picking the Right Arduino,James Lewis,2018-10-22T19:40:25.381Z,239,239,Arduino,Blog
Managed Identities with Azure Container Instance — Golang,Samuel Kreter,2018-10-23T21:33:07.052Z,74,74,Docker,Blog
Sheldon,Amiel Meiseles,2018-10-22T09:43:34.384Z,270,270,Machine Learning,Blog
